Station MAC,First time seen,Last time seen,Power,# packets,BSSID,Probed ESSIDs
DE:C5:AB:2E:FD:AF, 2023-11-07 14:21:57, 2023-11-07 14:21:57,-74,1,(not associated),
F6:C0:C6:EC:C4:9E, 2023-11-07 14:21:58, 2023-11-07 14:21:58,-77,1,(not associated),
0E:50:06:A0:4B:17, 2023-11-07 14:22:02, 2023-11-07 14:22:02,-79,1,(not associated),
CA:30:32:78:9C:C5, 2023-11-07 14:22:02, 2023-11-07 14:22:02,-74,1,(not associated),
12:BF:69:A9:D5:48, 2023-11-07 14:22:03, 2023-11-07 14:23:05,-73,16,44:48:B9:C8:C2:48,
12:B7:FC:90:20:08, 2023-11-07 14:22:04, 2023-11-07 14:22:04,-75,1,(not associated),
3A:23:A9:5B:1E:53, 2023-11-07 14:22:18, 2023-11-07 14:22:18,-66,1,(not associated),
BC:45:5B:D1:31:21, 2023-11-07 14:22:18, 2023-11-07 14:38:02,-67,4,44:48:B9:C8:C2:48,
22:8D:24:ED:9B:F7, 2023-11-07 14:22:20, 2023-11-07 14:22:20,-76,1,(not associated),
7E:EF:A7:F0:13:5F, 2023-11-07 14:22:24, 2023-11-07 14:22:24,-74,1,(not associated),
9A:47:55:76:8C:90, 2023-11-07 14:22:29, 2023-11-07 14:22:29,-72,1,(not associated),
8E:2A:D5:FF:F9:F0, 2023-11-07 14:22:30, 2023-11-07 14:22:30,-70,1,(not associated),
16:5A:A8:BB:E1:5E, 2023-11-07 14:22:35, 2023-11-07 14:22:35,-80,1,(not associated),
32:D0:47:28:3F:41, 2023-11-07 14:22:53, 2023-11-07 14:22:53,-80,1,(not associated),
1E:17:56:30:75:96, 2023-11-07 14:22:55, 2023-11-07 14:22:55,-76,2,(not associated),
66:D4:74:75:B9:79, 2023-11-07 14:22:56, 2023-11-07 14:22:56,-78,2,(not associated),
4A:AC:88:79:E1:79, 2023-11-07 14:22:58, 2023-11-07 14:22:59,-76,3,(not associated),
32:C7:9E:D9:12:4B, 2023-11-07 14:23:03, 2023-11-07 14:23:03,-79,1,(not associated),
0A:08:60:F5:68:84, 2023-11-07 14:23:03, 2023-11-07 14:23:03,-78,2,(not associated),
4A:DB:DE:9D:45:2B, 2023-11-07 14:23:05, 2023-11-07 14:23:05,-70,1,(not associated),
7A:84:42:3C:81:5F, 2023-11-07 14:23:09, 2023-11-07 14:23:09,-76,1,(not associated),
00:BF:AF:B7:BB:25, 2023-11-07 14:23:11, 2023-11-07 14:28:28,-1,2,2A:AA:E4:F6:E5:4D,
4E:7B:5B:59:E9:2E, 2023-11-07 14:23:13, 2023-11-07 14:23:13,-76,3,(not associated),
76:0A:0E:A8:2A:9E, 2023-11-07 14:23:13, 2023-11-07 14:23:13,-77,1,(not associated),
C6:0D:FF:3A:B8:5B, 2023-11-07 14:23:14, 2023-11-07 14:23:14,-71,1,(not associated),
E4:3E:D7:BB:2E:72, 2023-11-07 14:23:23, 2023-11-07 14:23:23,-76,1,18:35:D1:7D:EC:59,
EE:63:94:83:D0:88, 2023-11-07 14:23:24, 2023-11-07 14:23:24,-69,1,(not associated),
6E:94:70:46:0B:6C, 2023-11-07 14:23:26, 2023-11-07 14:23:26,-80,1,(not associated),
62:34:DD:A4:89:29, 2023-11-07 14:23:29, 2023-11-07 14:23:29,-74,3,(not associated),
08:E9:F6:0A:DB:56, 2023-11-07 14:23:29, 2023-11-07 14:33:08,-81,3,98:48:27:1D:F0:A7,
0E:BE:4F:78:98:05, 2023-11-07 14:23:32, 2023-11-07 14:23:32,-76,1,(not associated),
10:2C:6B:E6:17:B8, 2023-11-07 14:23:34, 2023-11-07 14:23:34,-56,1,(not associated),
A2:7A:22:64:EF:BA, 2023-11-07 14:23:37, 2023-11-07 14:23:37,-75,1,(not associated),
46:DA:86:1C:61:EE, 2023-11-07 14:23:42, 2023-11-07 14:23:42,-80,2,(not associated),MOVISTAR-WIFI6-2280
18:35:D1:8F:4E:61, 2023-11-07 14:23:46, 2023-11-07 14:23:46,-65,1,(not associated),
4A:1B:9F:50:D9:E4, 2023-11-07 14:23:47, 2023-11-07 14:23:47,-78,2,(not associated),
52:41:07:97:4C:CE, 2023-11-07 14:23:51, 2023-11-07 14:23:51,-76,1,(not associated),
A2:C8:6E:60:52:75, 2023-11-07 14:23:56, 2023-11-07 14:23:56,-75,1,(not associated),
8E:C4:D0:29:BE:CF, 2023-11-07 14:24:00, 2023-11-07 14:24:01,-76,3,(not associated),
3E:3A:36:06:96:EC, 2023-11-07 14:24:06, 2023-11-07 14:24:06,-76,2,(not associated),
6E:03:F0:42:47:38, 2023-11-07 14:24:12, 2023-11-07 14:24:12,-75,2,(not associated),
1E:0F:C0:48:22:37, 2023-11-07 14:24:12, 2023-11-07 14:24:12,-80,1,(not associated),
F2:A4:32:5E:DC:8F, 2023-11-07 14:24:13, 2023-11-07 14:24:13,-75,2,(not associated),
22:B5:9E:66:48:4F, 2023-11-07 14:24:16, 2023-11-07 14:24:16,-80,1,(not associated),
3A:DC:FC:A7:06:7C, 2023-11-07 14:24:19, 2023-11-07 14:24:19,-75,1,(not associated),
46:88:98:05:37:B6, 2023-11-07 14:24:22, 2023-11-07 14:24:22,-77,1,(not associated),
92:AA:EB:20:D5:AC, 2023-11-07 14:24:23, 2023-11-07 14:24:23,-75,1,(not associated),
DA:A1:19:9C:4C:3A, 2023-11-07 14:24:28, 2023-11-07 14:24:28,-78,1,(not associated),
AE:D9:11:29:4D:70, 2023-11-07 14:24:30, 2023-11-07 14:24:30,-79,1,(not associated),
C6:77:5A:B6:9E:4A, 2023-11-07 14:24:33, 2023-11-07 14:24:33,-73,1,(not associated),
48:F1:7F:46:86:3D, 2023-11-07 14:24:35, 2023-11-07 14:24:35,-1,3,44:48:B9:07:66:7E,
8E:22:3A:79:98:1B, 2023-11-07 14:24:37, 2023-11-07 14:24:37,-76,1,(not associated),
06:8B:78:FF:61:F2, 2023-11-07 14:24:37, 2023-11-07 14:24:37,-76,1,(not associated),
72:95:61:46:C8:9A, 2023-11-07 14:24:38, 2023-11-07 14:24:38,-74,1,(not associated),
A2:ED:98:D4:88:71, 2023-11-07 14:24:42, 2023-11-07 14:24:42,-78,1,(not associated),
22:B5:9E:0B:56:18, 2023-11-07 14:24:59, 2023-11-07 14:24:59,-75,1,(not associated),
BA:04:41:8F:96:5F, 2023-11-07 14:25:05, 2023-11-07 14:25:05,-74,2,(not associated),
FA:A4:5B:A1:21:C1, 2023-11-07 14:25:07, 2023-11-07 14:25:07,-74,1,(not associated),
DE:65:96:96:04:CD, 2023-11-07 14:25:08, 2023-11-07 14:25:09,-72,8,(not associated),MOVISTAR WIFI
7A:35:81:D8:9B:4C, 2023-11-07 14:25:09, 2023-11-07 14:25:09,-76,1,(not associated),
EE:F0:1E:3E:26:A7, 2023-11-07 14:25:11, 2023-11-07 14:25:11,-80,1,(not associated),
46:6B:D6:27:28:E7, 2023-11-07 14:25:15, 2023-11-07 14:25:15,-76,1,(not associated),
2A:88:57:FA:0A:58, 2023-11-07 14:25:16, 2023-11-07 14:25:16,-78,1,(not associated),
92:84:2C:85:62:2A, 2023-11-07 14:25:23, 2023-11-07 14:25:23,-74,1,(not associated),
AE:2B:07:77:E3:33, 2023-11-07 14:25:28, 2023-11-07 14:25:28,-76,1,(not associated),
C2:35:40:6A:1E:8F, 2023-11-07 14:25:29, 2023-11-07 14:25:29,-69,1,(not associated),
DE:41:4D:12:D4:33, 2023-11-07 14:25:30, 2023-11-07 14:25:30,-76,1,(not associated),
92:74:FA:31:13:81, 2023-11-07 14:25:35, 2023-11-07 14:25:35,-80,1,(not associated),
AA:BA:75:10:3D:B9, 2023-11-07 14:25:37, 2023-11-07 14:25:37,-76,1,(not associated),
BA:27:C2:DA:9E:78, 2023-11-07 14:25:47, 2023-11-07 14:25:47,-67,1,E4:57:40:E0:25:67,
8A:76:BB:F5:40:E5, 2023-11-07 14:25:48, 2023-11-07 14:25:48,-71,1,(not associated),
AA:6E:BB:27:24:F8, 2023-11-07 14:25:49, 2023-11-07 14:25:49,-67,1,(not associated),
22:C2:56:6F:02:44, 2023-11-07 14:25:49, 2023-11-07 14:25:49,-65,1,(not associated),
66:8A:24:82:9A:1A, 2023-11-07 14:25:51, 2023-11-07 14:25:51,-67,1,(not associated),
CA:90:33:5D:00:5B, 2023-11-07 14:25:52, 2023-11-07 14:25:52,-80,2,(not associated),
42:E2:2A:1B:1F:77, 2023-11-07 14:25:58, 2023-11-07 14:25:58,-78,1,(not associated),
46:4E:69:D2:E6:8E, 2023-11-07 14:25:59, 2023-11-07 14:25:59,-74,2,(not associated),
96:40:D9:41:A9:DC, 2023-11-07 14:26:03, 2023-11-07 14:26:03,-76,2,(not associated),
92:DD:8D:2E:A0:8A, 2023-11-07 14:26:06, 2023-11-07 14:26:06,-70,1,(not associated),
A6:CD:C7:98:35:B5, 2023-11-07 14:26:17, 2023-11-07 14:26:17,-75,1,(not associated),
F0:E4:A2:75:A2:BF, 2023-11-07 14:26:18, 2023-11-07 14:34:48,-1,3,4C:AB:F8:84:7E:FF,
42:D0:9A:47:AF:5E, 2023-11-07 14:26:20, 2023-11-07 14:26:20,-82,1,(not associated),
66:D9:55:83:AC:5A, 2023-11-07 14:26:20, 2023-11-07 14:26:20,-73,2,(not associated),
BA:DF:74:F4:A1:14, 2023-11-07 14:26:21, 2023-11-07 14:26:21,-75,1,(not associated),
BA:46:EE:C0:A4:74, 2023-11-07 14:26:22, 2023-11-07 14:26:22,-80,1,(not associated),
46:EF:05:F1:68:EC, 2023-11-07 14:26:26, 2023-11-07 14:26:26,-82,1,(not associated),
EA:08:B2:30:C5:A2, 2023-11-07 14:26:27, 2023-11-07 14:26:27,-76,2,(not associated),
90:F1:AA:EA:03:9B, 2023-11-07 14:26:29, 2023-11-07 14:38:17,-77,13,94:00:B0:E7:FD:A0,
BE:85:2C:60:6E:0A, 2023-11-07 14:26:30, 2023-11-07 14:26:30,-75,1,(not associated),
46:21:33:A3:0D:23, 2023-11-07 14:26:35, 2023-11-07 14:26:35,-74,3,(not associated),
D0:05:2A:1F:78:61, 2023-11-07 14:26:42, 2023-11-07 14:26:42,-1,1,B4:09:31:5C:83:70,
DE:5D:AA:09:0B:8C, 2023-11-07 14:26:45, 2023-11-07 14:26:45,-77,1,(not associated),
86:C4:C4:38:A4:9D, 2023-11-07 14:26:46, 2023-11-07 14:26:46,-69,1,(not associated),
7E:0B:95:FA:58:E7, 2023-11-07 14:26:48, 2023-11-07 14:26:48,-81,1,(not associated),
4E:AB:C1:1A:F0:29, 2023-11-07 14:26:49, 2023-11-07 14:26:49,-72,1,(not associated),
F2:D0:1E:29:08:1F, 2023-11-07 14:26:50, 2023-11-07 14:26:50,-75,1,(not associated),
8A:FA:B2:6C:67:89, 2023-11-07 14:26:53, 2023-11-07 14:26:53,-76,1,(not associated),
C6:75:5D:4F:1F:C3, 2023-11-07 14:26:54, 2023-11-07 14:26:55,-78,3,(not associated),
6E:5F:5F:17:D9:26, 2023-11-07 14:26:57, 2023-11-07 14:26:57,-75,1,(not associated),
86:2F:50:CC:77:47, 2023-11-07 14:27:03, 2023-11-07 14:27:03,-76,1,(not associated),
52:1C:7F:0B:A8:2B, 2023-11-07 14:27:03, 2023-11-07 14:27:03,-74,2,(not associated),
B2:C1:76:C3:EC:27, 2023-11-07 14:27:04, 2023-11-07 14:27:04,-76,2,(not associated),
52:C9:54:C3:7B:75, 2023-11-07 14:27:06, 2023-11-07 14:27:06,-75,1,(not associated),
2E:4E:B4:EC:50:29, 2023-11-07 14:27:07, 2023-11-07 14:27:07,-74,2,(not associated),
6A:62:E7:5B:E7:C0, 2023-11-07 14:27:07, 2023-11-07 14:27:07,-73,1,(not associated),
AE:8F:E3:33:95:83, 2023-11-07 14:27:10, 2023-11-07 14:27:10,-71,1,(not associated),
26:29:0A:53:A0:2C, 2023-11-07 14:27:13, 2023-11-07 14:27:13,-68,1,(not associated),
1E:C4:F6:2C:1D:DA, 2023-11-07 14:27:16, 2023-11-07 14:27:16,-79,1,(not associated),
2A:22:DB:97:89:6E, 2023-11-07 14:27:18, 2023-11-07 14:27:18,-75,2,(not associated),
DA:7A:DD:6F:D7:49, 2023-11-07 14:27:20, 2023-11-07 14:27:20,-81,1,(not associated),
9A:2B:01:BE:4A:A7, 2023-11-07 14:27:24, 2023-11-07 14:27:24,-81,1,(not associated),
3A:63:14:D3:FE:8B, 2023-11-07 14:27:25, 2023-11-07 14:27:25,-72,1,(not associated),
9A:8C:80:6B:BC:8E, 2023-11-07 14:27:27, 2023-11-07 14:27:27,-74,3,(not associated),
7A:0D:2E:A6:1B:7D, 2023-11-07 14:27:32, 2023-11-07 14:27:32,-75,1,(not associated),
08:E9:F6:6E:58:3A, 2023-11-07 14:27:43, 2023-11-07 14:38:37,-72,345,E4:57:40:E0:25:67,
66:11:AB:BE:5B:29, 2023-11-07 14:28:02, 2023-11-07 14:28:02,-74,1,(not associated),
1E:78:E3:A4:BF:DF, 2023-11-07 14:28:02, 2023-11-07 14:31:38,-80,2,B4:09:31:5B:FE:3C,
C2:43:17:E7:A5:13, 2023-11-07 14:28:03, 2023-11-07 14:28:03,-72,2,(not associated),
46:58:E1:BB:92:64, 2023-11-07 14:28:07, 2023-11-07 14:28:07,-79,1,(not associated),
B6:42:16:D3:90:20, 2023-11-07 14:28:18, 2023-11-07 14:28:18,-84,1,(not associated),
3A:6B:9A:9E:C5:A0, 2023-11-07 14:28:23, 2023-11-07 14:28:23,-75,2,(not associated),
C6:8B:31:F7:A4:39, 2023-11-07 14:28:33, 2023-11-07 14:28:33,-77,1,(not associated),
A6:11:5E:50:8C:3E, 2023-11-07 14:28:34, 2023-11-07 14:28:34,-75,2,(not associated),
02:00:00:00:00:00, 2023-11-07 14:28:34, 2023-11-07 14:29:02,-79,2,(not associated),
42:A9:88:F7:8F:86, 2023-11-07 14:28:36, 2023-11-07 14:28:36,-82,1,(not associated),
46:22:C4:79:87:B5, 2023-11-07 14:28:40, 2023-11-07 14:28:40,-80,1,(not associated),
82:90:7D:63:BB:7C, 2023-11-07 14:28:48, 2023-11-07 14:28:48,-74,1,(not associated),
E2:93:DA:53:2D:8E, 2023-11-07 14:28:52, 2023-11-07 14:28:52,-78,1,(not associated),
3E:50:1C:0B:0F:70, 2023-11-07 14:28:53, 2023-11-07 14:28:53,-76,1,(not associated),
FE:A0:C4:AC:2D:2A, 2023-11-07 14:28:56, 2023-11-07 14:28:56,-44,2,(not associated),
FE:50:90:B1:E1:01, 2023-11-07 14:28:58, 2023-11-07 14:28:58,-78,2,(not associated),
1E:69:B7:17:F3:16, 2023-11-07 14:29:03, 2023-11-07 14:29:03,-75,1,(not associated),
C6:CE:72:84:68:AB, 2023-11-07 14:29:12, 2023-11-07 14:29:12,-77,1,(not associated),
EE:B8:42:5B:65:A7, 2023-11-07 14:29:12, 2023-11-07 14:29:12,-75,1,(not associated),
DE:2A:13:9B:6A:A0, 2023-11-07 14:29:14, 2023-11-07 14:29:14,-75,1,(not associated),
AE:5A:11:17:CE:B0, 2023-11-07 14:29:17, 2023-11-07 14:29:17,-75,2,(not associated),
AA:35:99:39:1E:E7, 2023-11-07 14:29:21, 2023-11-07 14:29:21,-74,2,(not associated),
7A:90:86:26:B1:97, 2023-11-07 14:29:22, 2023-11-07 14:29:22,-76,2,(not associated),
42:C3:0B:2A:C6:29, 2023-11-07 14:29:26, 2023-11-07 14:29:26,-76,1,(not associated),
9A:FE:FD:05:52:A5, 2023-11-07 14:29:40, 2023-11-07 14:29:40,-76,1,(not associated),
86:19:A3:29:2E:76, 2023-11-07 14:29:41, 2023-11-07 14:29:41,-77,1,(not associated),
8E:B2:8C:65:BB:3F, 2023-11-07 14:29:41, 2023-11-07 14:29:41,-74,2,(not associated),
52:A2:E6:EC:7E:60, 2023-11-07 14:29:49, 2023-11-07 14:29:49,-75,1,(not associated),
6A:14:92:ED:41:1B, 2023-11-07 14:30:00, 2023-11-07 14:30:00,-75,2,(not associated),
CA:86:1F:60:DD:94, 2023-11-07 14:30:06, 2023-11-07 14:30:06,-76,1,(not associated),
C0:05:C2:E4:B3:A1, 2023-11-07 14:30:09, 2023-11-07 14:30:09,-41,1,(not associated),
AA:B8:C9:40:4C:A2, 2023-11-07 14:30:10, 2023-11-07 14:30:10,-78,1,(not associated),
1E:D4:69:D8:12:EA, 2023-11-07 14:30:11, 2023-11-07 14:30:11,-70,1,(not associated),
F2:0F:D9:DC:70:95, 2023-11-07 14:30:13, 2023-11-07 14:30:13,-77,1,(not associated),
B6:06:9E:EE:30:EB, 2023-11-07 14:30:15, 2023-11-07 14:30:15,-78,2,(not associated),
EA:59:B8:80:A6:95, 2023-11-07 14:30:41, 2023-11-07 14:30:41,-78,1,(not associated),
7E:4F:FE:52:06:B6, 2023-11-07 14:30:49, 2023-11-07 14:30:49,-79,1,(not associated),
06:3A:91:EE:47:07, 2023-11-07 14:30:51, 2023-11-07 14:30:51,-75,1,(not associated),
62:99:40:95:F0:FD, 2023-11-07 14:30:53, 2023-11-07 14:31:12,-74,5,(not associated),
0A:BD:2A:AB:78:46, 2023-11-07 14:30:57, 2023-11-07 14:30:57,-73,1,(not associated),
94:00:B0:19:43:30, 2023-11-07 14:30:59, 2023-11-07 14:30:59,-76,2,(not associated),
4A:90:5E:89:64:B5, 2023-11-07 14:31:06, 2023-11-07 14:31:06,-81,1,(not associated),
B2:2C:9A:45:44:84, 2023-11-07 14:31:09, 2023-11-07 14:31:09,-67,2,(not associated),
E6:54:41:B9:9A:A0, 2023-11-07 14:31:20, 2023-11-07 14:31:20,-74,1,(not associated),
BE:F2:4C:37:B9:DD, 2023-11-07 14:31:23, 2023-11-07 14:31:23,-76,1,(not associated),
EA:83:BC:65:5F:B2, 2023-11-07 14:31:24, 2023-11-07 14:31:24,-69,4,00:35:1A:1D:68:C1,
56:AF:57:E7:E2:35, 2023-11-07 14:31:28, 2023-11-07 14:31:28,-76,2,(not associated),
4A:0C:E5:73:A1:4E, 2023-11-07 14:31:30, 2023-11-07 14:31:30,-72,2,(not associated),
AE:88:8D:AB:94:EB, 2023-11-07 14:31:43, 2023-11-07 14:31:43,-75,2,(not associated),
26:C9:6F:0A:1D:E8, 2023-11-07 14:31:48, 2023-11-07 14:31:48,-76,2,(not associated),
FE:3A:55:D3:69:42, 2023-11-07 14:31:48, 2023-11-07 14:31:48,-76,1,(not associated),
9A:07:A0:5E:6B:6B, 2023-11-07 14:31:55, 2023-11-07 14:31:55,-75,2,(not associated),
C2:40:ED:22:29:C3, 2023-11-07 14:32:04, 2023-11-07 14:32:04,-74,2,(not associated),
C2:83:C6:82:6E:EB, 2023-11-07 14:32:08, 2023-11-07 14:32:08,-74,2,(not associated),
6E:A3:E9:BE:F9:BF, 2023-11-07 14:32:13, 2023-11-07 14:32:13,-78,4,(not associated),
AA:BE:90:C7:B9:DE, 2023-11-07 14:32:14, 2023-11-07 14:32:14,-62,1,(not associated),
3E:D3:99:82:8F:09, 2023-11-07 14:32:22, 2023-11-07 14:32:22,-74,1,(not associated),
4A:3F:A6:A7:9C:83, 2023-11-07 14:32:24, 2023-11-07 14:32:24,-76,2,(not associated),
7C:C2:25:3B:E7:CA, 2023-11-07 14:32:30, 2023-11-07 14:32:30,-72,1,(not associated),
A6:53:B9:6E:9A:A2, 2023-11-07 14:32:36, 2023-11-07 14:32:36,-76,1,(not associated),
0E:1B:F3:88:74:04, 2023-11-07 14:32:43, 2023-11-07 14:32:43,-75,2,(not associated),
66:C3:A9:4F:5E:60, 2023-11-07 14:32:52, 2023-11-07 14:32:52,-71,2,(not associated),
76:D7:26:98:AB:F0, 2023-11-07 14:32:55, 2023-11-07 14:32:55,-76,1,(not associated),
32:66:0A:E1:CC:AF, 2023-11-07 14:33:04, 2023-11-07 14:33:04,-75,1,(not associated),
E6:26:2F:31:4B:90, 2023-11-07 14:33:11, 2023-11-07 14:33:11,-77,1,(not associated),
92:B7:DF:4D:89:4E, 2023-11-07 14:33:19, 2023-11-07 14:33:19,-73,2,(not associated),
D4:9C:DD:B1:B0:12, 2023-11-07 14:33:22, 2023-11-07 14:36:06,-31,9,(not associated),
96:A1:51:71:39:1E, 2023-11-07 14:33:28, 2023-11-07 14:33:28,-80,1,(not associated),
4A:D2:23:3D:C9:40, 2023-11-07 14:33:32, 2023-11-07 14:33:32,-35,1,(not associated),
46:0D:BF:98:1C:17, 2023-11-07 14:33:35, 2023-11-07 14:33:35,-69,2,(not associated),
76:63:33:8A:A7:EA, 2023-11-07 14:33:36, 2023-11-07 14:33:36,-74,1,(not associated),
E6:E0:92:3D:29:C9, 2023-11-07 14:33:37, 2023-11-07 14:33:37,-76,1,(not associated),
56:6C:2D:F8:F2:0D, 2023-11-07 14:33:39, 2023-11-07 14:33:39,-75,1,(not associated),
46:0B:A4:4D:D3:4E, 2023-11-07 14:33:41, 2023-11-07 14:33:41,-72,2,(not associated),
C6:95:28:3E:24:DD, 2023-11-07 14:33:44, 2023-11-07 14:33:44,-75,1,(not associated),
8E:81:4A:9F:0A:F2, 2023-11-07 14:33:45, 2023-11-07 14:33:45,-74,1,(not associated),
FE:58:00:2D:0A:A7, 2023-11-07 14:33:47, 2023-11-07 14:36:58,-80,2,2E:34:35:EC:15:D2,
8E:71:5D:BE:28:72, 2023-11-07 14:33:50, 2023-11-07 14:33:50,-75,2,(not associated),
5E:E7:14:BD:E1:0B, 2023-11-07 14:33:59, 2023-11-07 14:33:59,-80,2,(not associated),
A6:33:C9:61:F6:02, 2023-11-07 14:34:03, 2023-11-07 14:34:03,-74,1,(not associated),
7A:99:10:C4:E3:65, 2023-11-07 14:34:04, 2023-11-07 14:34:04,-72,1,(not associated),
6E:D6:8E:77:56:0D, 2023-11-07 14:34:15, 2023-11-07 14:34:15,-75,1,(not associated),
DE:E0:AA:26:B5:1F, 2023-11-07 14:34:16, 2023-11-07 14:34:16,-79,1,(not associated),
02:B5:2C:26:DE:90, 2023-11-07 14:34:17, 2023-11-07 14:34:17,-71,1,(not associated),
AE:E2:F3:AE:8F:01, 2023-11-07 14:34:19, 2023-11-07 14:34:19,-75,1,(not associated),
8A:9D:67:98:47:BB, 2023-11-07 14:34:22, 2023-11-07 14:34:22,-76,2,(not associated),
66:95:8A:DF:C1:01, 2023-11-07 14:34:24, 2023-11-07 14:34:24,-74,2,(not associated),
0E:81:9F:97:8C:86, 2023-11-07 14:34:27, 2023-11-07 14:34:27,-75,1,(not associated),
FA:9B:5D:EF:F8:8A, 2023-11-07 14:34:41, 2023-11-07 14:34:41,-77,2,(not associated),
8E:D3:F9:60:BA:04, 2023-11-07 14:34:43, 2023-11-07 14:34:43,-73,2,(not associated),
DA:64:B7:3E:CB:AE, 2023-11-07 14:35:00, 2023-11-07 14:35:00,-50,1,(not associated),
62:D8:E3:CE:C5:5C, 2023-11-07 14:35:00, 2023-11-07 14:35:00,-75,2,(not associated),
7E:85:FB:48:76:36, 2023-11-07 14:35:03, 2023-11-07 14:35:03,-76,2,(not associated),
52:F2:BC:3E:68:72, 2023-11-07 14:35:05, 2023-11-07 14:35:05,-74,1,(not associated),
CA:5F:40:5C:E0:52, 2023-11-07 14:35:07, 2023-11-07 14:35:07,-79,1,(not associated),
EE:8F:6E:D4:95:71, 2023-11-07 14:35:08, 2023-11-07 14:35:09,-74,3,(not associated),
14:49:D4:22:E7:B8, 2023-11-07 14:35:12, 2023-11-07 14:35:12,-75,2,(not associated),
AE:FE:64:8D:8A:82, 2023-11-07 14:35:16, 2023-11-07 14:35:16,-74,2,(not associated),
E6:5A:B0:BA:7E:05, 2023-11-07 14:35:18, 2023-11-07 14:35:18,-73,2,(not associated),
D2:47:A4:C8:4E:44, 2023-11-07 14:35:28, 2023-11-07 14:35:28,-75,1,(not associated),
DE:0E:60:99:A4:3F, 2023-11-07 14:35:33, 2023-11-07 14:35:33,-75,2,(not associated),
F2:0D:C2:82:56:87, 2023-11-07 14:35:39, 2023-11-07 14:35:39,-75,1,(not associated),
54:F1:5F:85:D0:6F, 2023-11-07 14:35:41, 2023-11-07 14:35:41,-77,1,(not associated),
2A:C0:24:A8:1E:B3, 2023-11-07 14:35:43, 2023-11-07 14:35:43,-77,1,(not associated),
82:2F:F5:8F:FB:CB, 2023-11-07 14:35:44, 2023-11-07 14:35:44,-78,1,(not associated),
6E:B5:A1:6E:BE:81, 2023-11-07 14:35:45, 2023-11-07 14:35:45,-30,1,(not associated),
BA:B1:33:F0:F8:CE, 2023-11-07 14:35:46, 2023-11-07 14:35:46,-76,1,(not associated),
C2:5D:51:B7:C2:75, 2023-11-07 14:35:51, 2023-11-07 14:35:51,-73,2,(not associated),
3A:24:E3:4D:D3:AD, 2023-11-07 14:35:52, 2023-11-07 14:35:52,-76,1,(not associated),
92:A0:FA:CF:DC:EA, 2023-11-07 14:35:54, 2023-11-07 14:35:54,-78,1,(not associated),
1E:8A:AC:14:0D:3E, 2023-11-07 14:35:56, 2023-11-07 14:35:56,-75,1,(not associated),
D2:0E:98:88:00:3D, 2023-11-07 14:36:00, 2023-11-07 14:36:00,-77,2,(not associated),
D6:D5:6F:7D:2F:8C, 2023-11-07 14:36:03, 2023-11-07 14:36:03,-76,2,(not associated),
FE:5D:4F:DB:05:F2, 2023-11-07 14:36:08, 2023-11-07 14:36:08,-76,1,(not associated),
F2:E1:A0:58:6D:D8, 2023-11-07 14:36:13, 2023-11-07 14:36:13,-77,1,(not associated),
22:5B:6C:DF:5E:48, 2023-11-07 14:36:15, 2023-11-07 14:36:15,-1,2,58:BE:72:F6:22:D4,
5A:EA:AF:3E:11:DA, 2023-11-07 14:36:21, 2023-11-07 14:36:21,-78,1,(not associated),
66:31:42:7A:B6:60, 2023-11-07 14:36:29, 2023-11-07 14:36:29,-78,1,(not associated),
6A:EF:BC:C3:9E:38, 2023-11-07 14:36:37, 2023-11-07 14:36:37,-78,1,(not associated),
A2:AD:CC:FD:04:63, 2023-11-07 14:36:40, 2023-11-07 14:36:40,-74,2,(not associated),
EE:03:21:B9:65:FF, 2023-11-07 14:36:42, 2023-11-07 14:36:42,-79,1,(not associated),
1E:44:38:C2:D5:4F, 2023-11-07 14:36:44, 2023-11-07 14:36:44,-74,4,(not associated),
4E:12:41:4F:D1:29, 2023-11-07 14:36:45, 2023-11-07 14:36:45,-76,2,(not associated),MOVISTAR WIFI
1E:78:45:16:56:C8, 2023-11-07 14:36:55, 2023-11-07 14:36:55,-74,2,(not associated),
E6:02:7B:F1:B1:C9, 2023-11-07 14:37:01, 2023-11-07 14:37:01,-77,3,(not associated),
0E:3F:57:6F:02:93, 2023-11-07 14:37:03, 2023-11-07 14:37:03,-74,1,(not associated),
06:F0:6A:33:20:39, 2023-11-07 14:37:04, 2023-11-07 14:37:04,-74,5,(not associated),
22:8C:9A:09:E1:CD, 2023-11-07 14:37:05, 2023-11-07 14:37:05,-77,1,(not associated),
CA:0B:05:ED:2D:96, 2023-11-07 14:37:12, 2023-11-07 14:37:12,-79,1,(not associated),
16:7E:CE:F2:9D:6A, 2023-11-07 14:37:13, 2023-11-07 14:37:13,-74,1,(not associated),
BE:71:1A:11:66:96, 2023-11-07 14:37:15, 2023-11-07 14:37:15,-70,1,(not associated),
C6:CB:72:62:69:DC, 2023-11-07 14:37:32, 2023-11-07 14:37:32,-74,1,(not associated),
D2:89:DA:56:7B:E4, 2023-11-07 14:37:35, 2023-11-07 14:37:35,-73,1,(not associated),
86:51:47:F8:AD:01, 2023-11-07 14:37:37, 2023-11-07 14:37:37,-78,1,(not associated),
E4:57:40:AC:55:F9, 2023-11-07 14:37:38, 2023-11-07 14:37:38,-72,1,(not associated),
CE:D6:D6:E4:02:59, 2023-11-07 14:37:41, 2023-11-07 14:37:41,-72,3,(not associated),
