BSSID,First time seen,Last time seen,channel,Speed,Privacy,Cipher,Authentication,Power,# beacons,# IV,LAN IP,ID-length,ESSID,Key
B4:09:31:5B:EB:F8, 2023-11-07 14:10:52, 2023-11-07 14:38:35,  1, 130, WPA2 WPA, CCMP, PSK,-62.0,30.0,0.0,   0.  0.  0.  0,8.0, GRATLAND, 
54:55:D5:DD:75:01, 2023-11-07 14:10:52, 2023-11-07 14:38:37, 11, 130, WPA2, CCMP, PSK,-68.0,358.0,0.0,   0.  0.  0.  0,0.0, , 
00:35:1A:6B:44:30, 2023-11-07 14:10:52, 2023-11-07 14:33:05, 11, 195, WPA2, CCMP, MGT,-81.0,1.0,1.0,   0.  0.  0.  0,21.0, Grupo_EFE_Corporativo, 
A4:6D:A4:44:53:70, 2023-11-07 14:10:52, 2023-11-07 14:38:17,  6, 360, WPA2 WPA, CCMP, PSK,-68.0,218.0,1.0,   0.  0.  0.  0,3.0, EYC, 
58:BE:72:F6:22:D4, 2023-11-07 14:10:52, 2023-11-07 14:38:38, 11, 400, WPA2 WPA, CCMP, PSK,-64.0,421.0,3.0,   0.  0.  0.  0,6.0, Emilia, 
A4:6D:A4:34:94:DC, 2023-11-07 14:10:52, 2023-11-07 14:38:28,  6, 400, WPA2 WPA, CCMP, PSK,-60.0,641.0,2.0,   0.  0.  0.  0,7.0, LUCIANA, 
2C:A0:42:E7:B2:F1, 2023-11-07 14:10:52, 2023-11-07 14:21:10,  6, 270, WPA2, CCMP, PSK,-75.0,7.0,0.0,   0.  0.  0.  0,0.0, , 
48:D3:43:C1:5D:F9, 2023-11-07 14:10:52, 2023-11-07 14:38:35,  1, 130, WPA2, CCMP TKIP, PSK,-64.0,150.0,0.0,   0.  0.  0.  0,11.0, VTR-1894081, 
F8:5B:3B:1E:E6:E5, 2023-11-07 14:10:52, 2023-11-07 14:36:32, -1,  -1, , ,   ,-1.0,0.0,0.0,   0.  0.  0.  0,0.0, , 
E4:57:40:FF:5E:34, 2023-11-07 14:10:52, 2023-11-07 14:38:07,  1, 130, WPA2, CCMP, PSK,-71.0,24.0,5.0,   0.  0.  0.  0,11.0, VTR-1957091, 
C4:69:F0:CA:AC:74, 2023-11-07 14:10:54, 2023-11-07 14:38:38, 11, 400, WPA2 WPA, CCMP, PSK,-60.0,1482.0,20.0,   0.  0.  0.  0,7.0, Eduardo, 
78:B2:13:E6:88:60, 2023-11-07 14:10:54, 2023-11-07 14:35:31, 10, 270, WPA2, CCMP TKIP, PSK,-73.0,310.0,0.0,   0.  0.  0.  0,18.0, ROC-14931335315578, 
C4:69:F0:CA:AC:77, 2023-11-07 14:10:54, 2023-11-07 14:38:39, 11, 360, WPA2 WPA, CCMP TKIP, PSK,-62.0,227.0,38.0,   0.  0.  0.  0,0.0, , 
1E:D7:2A:96:D8:F5, 2023-11-07 14:10:55, 2023-11-07 14:37:40, 10, 180, WPA2, CCMP, PSK,-75.0,71.0,0.0,   0.  0.  0.  0,9.0, Cesar1974, 
00:60:B3:3D:97:C7, 2023-11-07 14:10:55, 2023-11-07 14:37:29, 10,  54, WPA, TKIP, PSK,-77.0,176.0,0.0,   0.  0.  0.  0,0.0, , 
