BSSID,First time seen,Last time seen,channel,Speed,Privacy,Cipher,Authentication,Power,# beacons,# IV,LAN IP,ID-length,ESSID,Key
60:6D:C7:8C:6F:76, 2023-11-07 12:07:08, 2023-11-07 12:23:19, -73,       72, 8A:DE:7C:EB:8C:41,,,,,,,,,
B0:C5:54:A5:D3:7E, 2023-11-07 12:07:08, 2023-11-07 12:24:55, -75,      250, (not associated) ,cloudmedwifi,,,,,,,,
C0:D2:F3:E4:F7:42, 2023-11-07 12:07:10, 2023-11-07 12:22:01, -75,       19, (not associated) ,,,,,,,,,
7C:F6:66:40:5B:3D, 2023-11-07 12:07:10, 2023-11-07 12:24:58, -45,      495, B0:EC:DD:71:BB:48,,,,,,,,,
7C:F6:66:56:96:E7, 2023-11-07 12:07:11, 2023-11-07 12:24:51, -42,      409, B0:EC:DD:71:BB:48,,,,,,,,,
7C:F6:66:4A:37:C2, 2023-11-07 12:07:12, 2023-11-07 12:24:57, -65,      408, B0:EC:DD:71:BB:48,,,,,,,,,
7C:F6:66:40:5A:A9, 2023-11-07 12:07:15, 2023-11-07 12:24:53, -68,      439, B0:EC:DD:71:BB:48,,,,,,,,,
4C:09:D4:35:AD:DD, 2023-11-07 12:07:16, 2023-11-07 12:24:12, -77,       42, B4:09:31:5C:83:70,,,,,,,,,
24:A1:60:36:87:68, 2023-11-07 12:07:20, 2023-11-07 12:24:51, -38,      617, B0:EC:DD:71:BB:48,,,,,,,,,
2C:2B:F9:C1:0F:32, 2023-11-07 12:07:22, 2023-11-07 12:24:26, -74,       19, B4:09:31:5B:FE:3C,,,,,,,,,
